id,picture,country,price,authority,date,org_fined,articleViolated,type,source,summary
225,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,42000,Spanish Data Protection Authority (AEPD),2020-03-03,Vodafone España,Art. 32 GDPR,Failure to implement sufficient measures to ensure information security,https://www.aepd.es/es/documento/ps-00474-2019.pdf,"<p>A client&#8217;s personal data was accessed without authorization. The AEPD explained that this happened due to lack of technical and organizational measures taken by the company to ensure information security.</p>
"
226,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,1800,Spanish Data Protection Authority (AEPD),2020-03-03,Solo Embrague,Art. 13 GDPR,Insufficient fulfilment of information obligations,https://www.aepd.es/es/documento/ps-00469-2019.pdf,"<p>The website of the company did not contain a privacy policy or a cookie banner.</p>
"
227,https://www.privacyaffairs.com/wp-content/uploads/2019/10/netherlands.svg,Netherlands,525000,Dutch Supervisory Authority for Data Protection (AP),2020-03-03,Royal Dutch Tennis Assoc.,"Art. 5 GDPR, Art. 6 GDPR",Non-compliance with lawful basis for data processing,https://autoriteitpersoonsgegevens.nl/sites/default/files/atoms/files/boetebesluit_knltb.pdf,"<p>The Royal Dutch Tennis Association (&#8220;KNLTB&#8221;) was fined a total of €525,000 for selling the personal data of more than 350,000 of its members to sponsors. The sponsors have then contacted some of these individuals by email and telephone for marketing purposes. Personal data sold included the name, gender, and address of various individuals. No consent was obtained from the affected individuals beforehand. The Royal Dutch Tennis Association (&#8220;KNLTB&#8221;) argued that it had a legitimate interest to sell this data, and as such did not commit a GDPR breach. The Dutch Data Protection Authority, however, rejected this and ruled that KNLTB had no legal basis to sell the personal data of its members to third parties.</p>
"
228,https://www.privacyaffairs.com/wp-content/uploads/2019/10/republic-of-poland.svg,Poland,4600,Polish National Personal Data Protection Office (UODO),2020-04-03,School in Gdansk,Art. 5 GDPR,Non-compliance with lawful basis for data processing,https://uodo.gov.pl/decyzje/ZSZZS.440.768.2018,"<p>Biometric fingerprint scanners were used in a school in Gdansk (Poland) to authenticate students into the school&#8217;s payment processing system. While the parents have given written consent to the processing of this kind of data, the Polish National Personal Data Protection Office (UODO) argued that the data processing was nevertheless unlawful, as the consent was obtained involuntarily. It was argued that the school required the consent, otherwise, it would not have been able to process student&#8217;s payments at all, meaning parents had no choice other than to &#8220;consent&#8221;.</p>
"
229,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,4000,Private person,2020-06-03,Spanish Data Protection Authority (AEPD),Art. 5 GDPR,Non-compliance with lawful basis for data processing,https://www.aepd.es/es/documento/ps-00293-2019.pdf,"<p>A private person unlawfully used CCTV cameras. The AEPD revealed that the CCTC camera system used by the individual for home protection also filmed part of a public space.</p>
"
230,https://www.privacyaffairs.com/wp-content/uploads/2019/10/italy.svg,Italy,4000,Italian Data Protection Authority (Garante),2020-06-03,Liceo Scientifico Nobel di Torre del Greco,"Art. 5 GDPR, Art. 6 GDPR",Non-compliance with lawful basis for data processing,https://www.garanteprivacy.it/web/guest/home/docweb/-/docweb-display/docweb/9283014,"<p>The school unlawfully published health data of over 2,000 teachers on its website.</p>
"
231,https://www.privacyaffairs.com/wp-content/uploads/2019/10/italy.svg,Italy,4000,Italian Data Protection Authority (Garante),2020-06-03,Liceo Artistico Statale di Napoli,"Art. 5 GDPR, Art. 6 GDPR",Non-compliance with lawful basis for data processing,https://www.garanteprivacy.it/web/guest/home/docweb/-/docweb-display/docweb/9283029,"<p>The school unlawfully published health data of multiple teachers on its website.</p>
"
232,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,15000,Spanish Data Protection Authority (AEPD),2020-09-03,Gesthotel Activos Balagares,Art. 5 (1) f) GDPR,Non-compliance with lawful basis for data processing,https://www.aepd.es/es/documento/ps-00358-2019.pdf,"<p>The complainant explained that they had sent a letter to the management of the hotel and union delegates that contained information related to an episode of alleged harassment in relation to a medical condition. The hotel management then read the contents of the letter in a meeting with other employees. This constituted a violation of the principle of integrity and confidentiality.</p>
"
233,https://www.privacyaffairs.com/wp-content/uploads/2019/11/iceland.svg,Iceland,9000,Icelandic Data Protection Authority ('Persónuvernd'),2020-10-03,Breiðholt School,"Art. 5 (1) f) GDPR, Art. 32 GDPR",Failure to implement sufficient measures to ensure information security,https://www.personuvernd.is/urlausnir/nr/2885,"<p>A teacher had sent an email to parents and students that contained an attachment that had detailed information on the well-being and academic performance of all students.</p>
"
234,https://www.privacyaffairs.com/wp-content/uploads/2019/11/iceland.svg,Iceland,20600,Icelandic Data Protection Authority ('Persónuvernd'),2020-10-03,Addiction Medicine Center,"Art. 5 (1) f) GDPR, Art. 32 GDPR",Failure to implement sufficient measures to ensure information security,https://www.personuvernd.is/urlausnir/nr/2882,"<p>A former employee of National Center of Addiction Medicine (&#8216;SAA&#8217;) received boxes that contained personal belongings that he supposedly left there but personal data and health records of 252 former patients and documents with the names of around 3,000 individuals who once participated in an alcohol and drug abuse rehabilitation program.</p>
"
235,https://www.privacyaffairs.com/wp-content/uploads/2019/10/denmark.svg,Denmark,14000,Danish Data Protection Authority (Datatilsynet),2020-10-03,Gladsaxe Municipality,"Art. 5 (1) f) GDPR, Art. 32 GDPR",Failure to implement sufficient measures to ensure information security,https://www.datatilsynet.dk/presse-og-nyheder/nyhedsarkiv/2020/mar/to-kommuner-indstillet-til-boede/,"<p>A computer that belonged to the administration of the municipality was stolen. The computer was not encrypted and it included the personal identification numbers of 20,620 residents.</p>
"
236,https://www.privacyaffairs.com/wp-content/uploads/2019/10/denmark.svg,Denmark,7000,Danish Data Protection Authority (Datatilsynet),2020-10-03,Hørsholm Municipality,"Art. 5 (1) f) GDPR, Art. 32 GDPR",Failure to implement sufficient measures to ensure information security,https://www.datatilsynet.dk/presse-og-nyheder/nyhedsarkiv/2020/mar/to-kommuner-indstillet-til-boede/,"<p>A work computer belonging to a city government employee was stolen. The computer contained personal data of around 1,600 city government employees as well as sensitive information such as social security numbers.</p>
"
237,https://www.privacyaffairs.com/wp-content/uploads/2019/10/sweden.svg,Sweden,7000000,Data Protection Authority of Sweden,2020-11-03,Google,"Art. 5 GDPR, Art. 6 GDPR, Art. 17 GDPR",Failure to comply with data processing principles,https://www.datainspektionen.se/globalassets/dokument/beslut/2020-03-11-beslut-google.pdf,"<p>Google was fined with €7,000,000 by the Swedish Data Protection Authority due to failing to adequately comply with its obligations regarding the right of data subjects to have their search results removed from Google search. The Data Protection Authority of Sweden had already completed an investigation on Google in 2017 where it investigated how the company dealt with individuals&#8217; requests to be removed from search results. At that time, the Data Protection Authority instructed Google to be more pro-active in executing these removal requests. In 2018 the Authority initialed a further investigation after it was reported that Google did not remove search results related to individuals even after the earlier instructions in 2017 to do so. The Authority also questioned Google&#8217;s practice of informing website owners about which search results Google had removed, specifically which link (search result) has been removed and who was behind the removal request.</p>
"
238,https://www.privacyaffairs.com/wp-content/uploads/2019/10/romania.svg,Romania,3000,Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP),2020-11-02,Vodafone Romania,"Art. 5 (1) f) GDPR, Art. 32 GDPR",Failure to comply with data processing principles,https://www.dataprotection.ro/?page=sanctiune_vodafone_februarie_2020&lang=ro,"<p>Vodafone Romania employed weak and insufficient security measures, which led to an event of erroneous data processing. When an individual issued a complaint, the company incorrectly processed the client’s data and sent it to a wrong e-mail address.</p>
"
239,https://www.privacyaffairs.com/wp-content/uploads/2019/10/romania.svg,Romania,3000,Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP),NA,eMag - Dante International,"Art. 6 GDPR, Art. 21 GDPR",Non-compliance with lawful basis for data processing,https://www.dataprotection.ro/index.jsp?page=Comunicat_amenda_dante_international_martie_2020&lang=ro,"<p>The company in question, Dante International, failed to observe the right of a customer to unsubscribe from commercial communications and sent a commercial e-mail to the client in spite of that.</p>
"
240,https://www.privacyaffairs.com/wp-content/uploads/2019/10/romania.svg,Romania,4150,Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP),NA,Vodafone Romania,Art. 32 GDPR,Failure to implement sufficient measures to ensure information security,https://www.dataprotection.ro/index.jsp?page=Comunicat_noua_amenda_vodafone&lang=ro,"<p>Vodafone Romania sent an e-mail containing personal data of a client to another unrelated client, thus breaking privacy conventions. They had improper organizational and security measures in effect at that time.</p>
"
241,https://www.privacyaffairs.com/wp-content/uploads/2019/10/romania.svg,Romania,3000,Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP),NA,Enel Energie,Art. 32 GDPR,Failure to implement sufficient measures to ensure information security,https://www.dataprotection.ro/index.jsp?page=Comunicat_amenda_enel_martie_2020&lang=ro,"<p>Enel Energie sent a client an email that contained the personal information of another client, failing to employ the necessary organizational and technical measures.</p>
"
242,https://www.privacyaffairs.com/wp-content/uploads/2019/10/romania.svg,Romania,2000,Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP),NA,SOS Infertility Association,Art. 58 GDPR,Non-cooperation with Data Protection Authority,https://www.dataprotection.ro/index.jsp?page=Comunicat_amenda_asociatia_sos_infertilitatea&lang=ro,"<p>The SOS Infertility Association failed to provide the necessary data to the data protection authority after it had unlawfully processed personal data of its clients.</p>
"
243,https://www.privacyaffairs.com/wp-content/uploads/2019/11/croatia.svg,Croatia,0,Croatian Data Protection Authority (AZOP),NA,Bank (unknown),"Art. 15 (1), (3) GDPR",Information obligation non-compliance,https://azop.hr/aktualno/detaljnije/rjesenje-kojim-se-izrice-upravno-novcana,"<p>The bank did not provide its customers with copies of credit documentation (interest changes reviews, repayment plans, and loan agreement annexes) in the period from May 2018 to April 2019. In this sense, the bank went ahead and argued that its decision was the right one since the documentation would be related to repaid loans, which a customer shouldn&#8217;t have the right to access. A data subject alerted the DPA, which demanded that the bank provide copies of the loan documentation to the data subject. The DPA fined the bank (a specific sum is still unknown) taking into consideration the financial institution&#8217;s continued refusal for over a year to deny the right of access to such documentation to over 2.500 customers.</p>
"
244,https://www.privacyaffairs.com/wp-content/uploads/2019/10/czech-republic.svg,Czech Republic,10000,Czech Data Protection Auhtority (UOOU),NA,Unknown,Art. 5 (1) GDPR,Non-compliance with lawful basis for data processing,https://www.uoou.cz/assets/File.ashx?id_org=200144&id_dokumenty=34470,"<p>The data was processed inadequately, in inobservance with the data minimization and storage limitation principles of the GDPR. This means the data that was processed went beyond the relevant needs for the purpose of the processing, while also being kept in a form that permits the identification of data subjects longer than it is necessary for the purpose of the processing.</p>
"
245,https://www.privacyaffairs.com/wp-content/uploads/2019/10/germany.svg,Germany,2000,Data Protection Authority of Saarland,2019-01-01,Restaurant,Art. 5 (1) c) GDPR,Failure to comply with data processing principles,https://www.datenschutz.saarland.de/fileadmin/user_upload/uds/tberichte/tb28_2019.pdf,"<p>The video surveillance cameras had been misused, clearly not in accord with the data minimization principle.</p>
"
246,https://www.privacyaffairs.com/wp-content/uploads/2019/10/germany.svg,Germany,20000,Data Protection Authority of Hamburg,2019-01-01,https://datenschutz-hamburg.de/assets/pdf/28._Taetigkeitsbericht_Datenschutz_2019_HmbBfDI.pdf,"Art. 33 GDPR, Art. 34 GDPR",Failure to implement sufficient measures to ensure information security,https://datenschutz-hamburg.de/assets/pdf/28._Taetigkeitsbericht_Datenschutz_2019_HmbBfDI.pdf,"<p>HVV GmbH had not reported a data breach to the data protection authority in due time. This data breach was related to the security gap in the Customer E-Service, in that that clients with an HVV card who logged in the CES could access the data of other customers by changing the URL to match their data profile.</p>
"
247,https://www.privacyaffairs.com/wp-content/uploads/2019/10/germany.svg,Germany,80000,Data Protection Authority of Baden-Wuerttemberg,2019-04-04,Company in the financial sector,"Art. 5 GDPR, Art. 32 GDPR",Failure to implement sufficient measures to ensure information security,https://www.baden-wuerttemberg.datenschutz.de/wp-content/uploads/2019/07/PM-Datenschutzverletzungen-bereiten-zunehmend-Sorge-30.07.2019.pdf,"<p>The fine was issued because, in April 2019, the company hadn’t taken the necessary measures to ensure the integrity and confidentiality of information (as per Art. 5 para. 1 lit. f GDPR) when it disposed of documents that contained personal information of two clients. We should mention that the documents were simply disposed of in the general waste recycling system where they were found by a neighbor.</p>
"
248,https://www.privacyaffairs.com/wp-content/uploads/2019/10/germany.svg,Germany,200,Data Protection Authority of Nordrhein-Westfalen,2019-05-08,Private person (YouTube-Channel),"Art. 5 GDPR, Art. 6 GDPR",Failure to comply with data processing principles,https://www.youtube.com/watch?v=wFBrgJIkDwI,"<p>The private person has an insufficient legal basis for using a dashcam to record public road traffic and publish it on YouTube as being part of a compilation.</p>
"
249,https://www.privacyaffairs.com/wp-content/uploads/2019/10/germany.svg,Germany,100000,Data Protection Authority of Baden-Wuerttemberg,NA,Food company,"Art. 5 GDPR, Art. 32 GDPR",Failure to implement sufficient measures to ensure information security,"https://www.baden-wuerttemberg.datenschutz.de/wp-content/uploads/2020/01/35.-T%C3%A4tigkeitsbericht-f%C3%BCr-den-Datenschutz-Web.pdf#page=44&zoom=100,0,0","<p>Upon creation of an applicant portal where interested parties could apply their documents for a job, the food company failed to encrypt the applicant portal. The transmission of the data had no encryption and the data storage was completely unencrypted and offered no password-protected security systems. Moreover, the data was linked to Google, so anyone could find the applicants&#8217; documents and retrieve them after a simple Google search.</p>
"
250,https://www.privacyaffairs.com/wp-content/uploads/2019/10/greece.svg,Greece,150000,Hellenic Data Protection Authority (HDPA),NA,Aegean Marine Petroleum Network Inc.,"Art. 5 GDPR, Art. 6 GDPR, Art. 32 GDPR",Failure to comply with data processing principles,"http://www.dpa.gr/APDPXPortlets/htdocs/documentDisplay.jsp?docid=205,136,113,56,60,108,243,88","<p>The Aegean Marine Petroleum Network Inc. failed to inform data subjects that they would have their data processed and stored on the servers. Moreover, the company failed to impose the necessary technical measures and secure the processing of such large amounts of data, while also failing to impose a separation between the relevant software and the data stored on the servers. As a result, companies outside the Aegean Marine Petroleum Group had access to these servers and, implicitly, to the personal data of data subjects, which they copied from the servers.</p>
"
251,https://www.privacyaffairs.com/wp-content/uploads/2019/10/greece.svg,Greece,5000,Hellenic Data Protection Authority (HDPA),NA,Public Power Corporation S.A.,Art. 15 GDPR,Information obligation non-compliance,"http://www.dpa.gr/APDPXPortlets/htdocs/documentDisplay.jsp?docid=158,220,63,69,45,69,224,53","<p>The company failed to fulfill the data subjects’ rights referring to the processing of their personal data. They have the right to demand a copy of the personal data processed in any circumstance, even without a good reason.</p>
"
252,https://www.privacyaffairs.com/wp-content/uploads/2019/10/greece.svg,Greece,8000,Hellenic Data Protection Authority (HDPA),NA,Mihou Dimitra Centre,"Art. 15 GDPR, Art. 58 GDPR",Information obligation non-compliance,"http://www.dpa.gr/APDPXPortlets/htdocs/documentDisplay.jsp?docid=89,253,106,96,141,223,198,107","<p>The data controller unlawfully restricted data access to the complainant about a child’s data and tax information. The company has thus violated an article of the data protection authority referring to access to the data.</p>
"
253,https://www.privacyaffairs.com/wp-content/uploads/2019/10/hungary.svg,Hungary,2850,Hungarian National Authority for Data Protection and the Freedom of Information (NAIH),NA,Financial Enterprise,"Art. 5 GDPR, Art. 6 GDPR, Art. 21 GDPR",Non-compliance with lawful basis for data processing,https://www.naih.hu/files/NAIH_2019_1837_hatarozat.pdf,"<p>The client of the financial enterprise complained that the company had transferred his data even though he’d objected to the data processing and provided no information about data processing on request. The financial enterprise said that it had sold the client’s claim stemming from the contract to a third party, which means the data transfer was necessary. However, the Hungarian data processing authority claimed the financial institution had sold the client’s claim and transferred the relevant data after the non-fulfillment of the relevant contract by the client. Therefore, the financial institution couldn’t rely on the performance of the contract with the client.</p>
"
254,https://www.privacyaffairs.com/wp-content/uploads/2019/10/hungary.svg,Hungary,286,Hungarian National Authority for Data Protection and the Freedom of Information (NAIH),NA,Directorate of Social and Child Welfare Institutions of the Ferencvaros District of Budapest,Art. 33 GDPR,Information obligation non-compliance,https://www.naih.hu/files/NAIH-2019-3854_hatarozat.pdf,"<p>A Directorate employee mistakenly sent 9 letters containing personal data of 18 data subjects to the wrong recipient. The letters included criminal data, data of children, and private data about the subjects. The recipient brought the mistake to the Directorate’s attention 5 days later, and the Directorate notified NAIH only a few weeks later.</p>
"
255,https://www.privacyaffairs.com/wp-content/uploads/2019/10/hungary.svg,Hungary,2000,Hungarian National Authority for Data Protection and the Freedom of Information (NAIH),NA,Local bank,"Art. 12 (3), (4), (5) GDPR, Art. 15 GDPR, Art. 18 GDPR",Failure to implement sufficient measures to ensure information security,https://www.naih.hu/files/NAIH_2019_1859_hatarozat.pdf,"<p>A local bank’s customer requested access to certain telephone conversations recordings and to CCTV recordings. The bank failed to provide access to the CCTV recordings because they also contained data relevant to other third parties. The NAIH concluded that the bank had failed to fulfill the data subject&#8217;s rights by not responding in due time and by failing to provide copies to the requested recordings. According to the NAIH, the CCTV recordings captured a public space relevant to all the bank&#8217;s customers, and that the bank could anonymize certain parts of the recordings if need be.</p>
"
256,https://www.privacyaffairs.com/wp-content/uploads/2019/10/hungary.svg,Hungary,2850,Hungarian National Authority for Data Protection and the Freedom of Information (NAIH),2019-03-06,Claim management company,"Art. 5 GDPR, Art. 6 GDPR",Failure to comply with data processing principles,https://www.naih.hu/files/NAIH_2019_1598_hatarozat.pdf,"<p>The data subjects complained that the bank with which they’d concluded a credit agreement had sold its claim to a third party while also transferring the relevant personal data to the third-party company (controller). The NAIH determined that the data controller can’t rely on the performance of the credit contract or the consent of the data subjects for the data processing since the data subjects had concluded this contract with the bank, not with the data controller. Thus, the data controller has no legal basis for the data processing.</p>
"
257,https://www.privacyaffairs.com/wp-content/uploads/2019/10/hungary.svg,Hungary,2850,Hungarian National Authority for Data Protection and the Freedom of Information (NAIH),NA,Unknown,"Art. 5 GDPR, Art. 6 GDPR",Non-compliance with lawful basis for data processing,https://www.naih.hu/files/NAIH-2019-2402_hatarozat.pdf,"<p>The data subject requested that his contact data should not be processed. However, the data controller processed his contact data to pursue an enforcement claim concluding that it had a legitimate interest and reason. The NAIH determined that the controller had no legitimate reason to process the data subject’s telephone number, since the address was also accessible, which was enough for the completion of enforcement initiatives.</p>
"
258,https://www.privacyaffairs.com/wp-content/uploads/2019/10/hungary.svg,Hungary,8575,Hungarian National Authority for Data Protection and the Freedom of Information (NAIH),NA,Budapest Environs Regional Court,"Art. 5 GDPR, Art. 6 GDPR",Non-compliance with lawful basis for data processing,https://www.naih.hu/files/NAIH-2019-2472_hatarozat.pdf,"<p>The Budapest Environs Regional Court’s chairman, during a meeting for court officials, stated that he quits from the Hungarian Association of Judges, insisting that the present officials persuade their colleagues to do the same. In support of his claims, he brought forth a list containing the membership fees related to multiple members of the Association in Pest county. NAIH determined that the Budapest Environs Regional Court could only process this data for the purpose of payroll management and deduction. Therefore, in this case, the Court had no legal basis for the data processing and disclosure to other persons.</p>
"
259,https://www.privacyaffairs.com/wp-content/uploads/2019/10/hungary.svg,Hungary,4290,Hungarian National Authority for Data Protection and the Freedom of Information (NAIH),2019-02-08,Public area maintenance company,"Art. 5 GDPR, Art. 6 GDPR, Art. 13 GDPR",Non-compliance with lawful basis for data processing,https://www.naih.hu/files/NAIH_2019_2466_hatarozat.pdf,"<p>An ex-employee of a public area maintenance company complained that his work was unlawfully monitored by CCTV cameras controlled by the employer. While the employer argued that CCTV monitoring was required to assess the work performance of the employee and provide protection of the surveillance system, the NAIH argued back. The data processing authority argued that CCTV monitoring wasn’t appropriate to assess the work performance and the employer had no legal basis to do so. Moreover, to protect the public area surveillance system, the employer could have used other methods that didn’t invade the employee’s private space.</p>
"
260,https://www.privacyaffairs.com/wp-content/uploads/2019/10/hungary.svg,Hungary,1715,Hungarian National Authority for Data Protection and the Freedom of Information (NAIH),2019-08-08,Government Office Managing the Real Estate Register,"Art. 5 GDPR, Art. 14 GDPR",Non-compliance with lawful basis for data processing,https://www.naih.hu/files/NAIH-2019-1590-hatarozat.pdf,"<p>Several owners of real estate complained that the government office improperly announced the change of the lessee (the person that concludes lease agreements with real estate owners). Thus, the government office posted its decision to other real estate owners contracted by the same lessee. The post contained personal data of all the owners who had contracts with the same lessee.</p>
"
261,https://www.privacyaffairs.com/wp-content/uploads/2019/10/hungary.svg,Hungary,2860,Hungarian National Authority for Data Protection and the Freedom of Information (NAIH),NA,Unknown Company,"Art. 5 GDPR, Art. 6 GDPR, Art. 13 GDPR, Art. 24 GDPR, Art. 25 GDPR",Non-compliance with lawful basis for data processing,https://www.naih.hu/files/NAIH-2019-769-hatarozat.pdf,"<p>The employer unlawfully checked the employee&#8217;s desktop, laptop, and emails to ensure that the employee performed his duties even though he was on sick leave. The employer suspended the employee’s account, leaving no time for the employee to copy or delete his private information (telephone number and messages). The NAIH stated that the employer is obligated to issue a privacy notice to the employee related to the reasons for the monitoring (such as business continuity, internal investigation, and disciplinary purposes). Moreover, the employer should prepare a balancing test to demonstrate the legitimacy of their monitoring purposes.</p>
"
262,https://www.privacyaffairs.com/wp-content/uploads/2019/10/hungary.svg,Hungary,1430,Hungarian National Authority for Data Protection and the Freedom of Information (NAIH),2019-11-12,Unknown Company,"Art. 5 GDPR, Art. 6 GDPR, Art. 13 GDPR, Art. 24 GDPR, Art. 25 GDPR",Non-compliance with lawful basis for data processing,https://www.naih.hu/files/NAIH-2019-769-hatarozat.pdf,"<p>The employer restored and accessed the mailbox of a former employee without first notifying him of this. The employee had no time to copy or delete any personal data included in the former inbox. The NAIH mentions that, in such a case where an employer accesses the employee’s data, the employee or a representative of the employee should be present, even in the case where the employment is terminated. Moreover, the employee has the right to demand a copy or the deletion of the private data. Simultaneously, the employer is obligated to record the access with minutes and photos when the employee is not present. Last but not least, the employer must adopt the necessary internal policies on the archiving and use of relevant IT devices and e-mail accounts.</p>
"
263,https://www.privacyaffairs.com/wp-content/uploads/2019/10/hungary.svg,Hungary,286,Hungarian National Authority for Data Protection and the Freedom of Information (NAIH),2019-04-03,Representative of a local government,"Art. 5 GDPR, Art. 6 GDPR, Art. 12 GDPR, Art. 15 GDPR, Art. 17 GDPR",Non-compliance with lawful basis for data processing,https://www.naih.hu/files/NAIH-2020-32-4-hatarozat.pdf,"<p>A local representative took a picture of the director of a government-owned company while he was tearing (allegedly) off an election poster belonging to the opposition, in the company of his child. The picture was uploaded to Facebook by the representative. While the child’s face was blurred, the representative hinted that it was the director’s daughter. In turn, the director complained that he did not agree or consent to the taking of this photo. NAIH deemed the act of the director to be non-public. Moreover, the photo did not conclusively prove that the director was tearing off the poster.</p>
"
264,https://www.privacyaffairs.com/wp-content/uploads/2019/10/italy.svg,Italy,30000,Italian Data Protection Authority (Garante),NA,Sapienza Università di Roma,"Art. 5 (1) f) GDPR, Art. 32 GDPR",Failure to implement sufficient measures to ensure information security,https://www.garanteprivacy.it/web/guest/home/docweb/-/docweb-display/docweb/9269629,"<p>The Sapienza Universita was fined because it had made public identification data of two people who had demonstrated illegal behavior toward the university. Apparently, the university had inappropriate and inefficient technical access control measures within the management system.</p>
"
265,https://www.privacyaffairs.com/wp-content/uploads/2019/10/italy.svg,Italy,30000,Italian Data Protection Authority (Garante),NA,Azienda Ospedaliero Universitaria Integrata di Verona (Hospital),"Art. 5 (1) f) GDPR, Art. 32 GDPR",Failure to implement sufficient measures to ensure information security,https://www.garanteprivacy.it/web/guest/home/docweb/-/docweb-display/docweb/9269629,"<p>The hospital granted unauthorized access to patient health data to several unauthorized people, giving a trainee and a radiologist access to health data about their colleagues. When the data processing authority investigated the case, they found out that the hospital had employed insufficient organizational measures so as to protect the health data of patients from unauthorized access. This led to the unlawful processing of data by the hospital.</p>
"
266,https://www.privacyaffairs.com/wp-content/uploads/2019/10/italy.svg,Italy,20000,Italian Data Protection Authority (Garante),2020-06-02,RTI - Reti Televisive Italiane s.p.a.,"Art. 5 GDPR, Art. 6 GDPR",Non-compliance with lawful basis for data processing,https://www.garanteprivacy.it/web/guest/home/docweb/-/docweb-display/docweb/9283121,"<p>The television station broadcasted a documentary about prostitution in Switzerland where the involved people who were interviewed were not anonymized sufficiently.</p>
"
267,https://www.privacyaffairs.com/wp-content/uploads/2019/10/italy.svg,Italy,4000,Italian Data Protection Authority (Garante),NA,Comune di Urago,"Art. 5 GDPR, Art. 6 GDPR",Non-compliance with lawful basis for data processing,https://www.garanteprivacy.it/web/guest/home/docweb/-/docweb-display/docweb/9285411,"<p>An individual’s personal data, including health information, was published on a website by the local council.</p>
"
268,https://www.privacyaffairs.com/wp-content/uploads/2019/10/norway.svg,Norway,73600,Norwegian Supervisory Authority (Datatilsynet),NA,Rælingen Municipality,"Art. 5 (1) f) GDPR, Art. 32 GDPR",Failure to implement sufficient measures to ensure information security,https://www.datatilsynet.no/contentassets/bc26a2a8b78b4b30b4b060a4cac80d90/varsel-ralingen.pdf,"<p>Data related to 15 children with physical and mental disabilities was processed for the purpose of appearing on the Showbie digital learning platform. However, Datatilsynet determined that the necessary organizational and technical measures like risk assessments, privacy impact assessments, and security checkups were not employed beforehand. Moreover, due to the lack of security on the platform, other students belonging to other groups could access the information.</p>
"
269,https://www.privacyaffairs.com/wp-content/uploads/2019/10/norway.svg,Norway,36800,Norwegian Supervisory Authority (Datatilsynet),NA,Coop Finnmark SA,"Art. 5 GDPR, Art. 6 GDPR",Non-compliance with lawful basis for data processing,https://www.datatilsynet.no/contentassets/8dbf5b4b2a33471aacf375b1f0032347/varsel-om-overtredelsesgebyr.pdf,"<p>Coop Finmark SA had unlawfully distributed video surveillance showing children under 16 allegedly stealing from a store. The data processing event had no legal basis.</p>
"
270,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,800,Spanish Data Protection Authority (AEPD),2020-03-02,Automoción,"Art. 5 GDPR, Art. 6 GDPR",Non-compliance with lawful basis for data processing,https://www.aepd.es/es/documento/ps-00292-2019.pdf,"<p>An employee of Automocion had created a fake profile of one of his coworkers on an erotic website. The profile contained her contact details, photos of her, and her sexual preferences. The data subject received several phone calls because of that profile. The employee who created the profile was found to have a personality disorder.</p>
"
271,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,3600,Spanish Data Protection Authority (AEPD),NA,AEMA Hispánica,Art. 5 (1) f) GDPR,Non-compliance with lawful basis for data processing,https://www.aepd.es/es/documento/ps-00455-2019.pdf,"<p>The company in question has sent an employee’s payroll to another employee, thus disclosing personal data to an unauthorized party.</p>
"
272,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,60000,Spanish Data Protection Authority (AEPD),2020-04-03,"Vodafone España, S.A.U.","Art. 5 GDPR, Art. 6 GDPR",Non-compliance with lawful basis for data processing,https://www.aepd.es/es/documento/ps-00429-2019.pdf,"<p>The AEPD determined that the data subject received several SMS messages from a separate telephone operator regarding the activation of a new contract. Apparently, an employee from Vodafone Espana had activated a contract with a third-party operator without informing the data subject first. Evidently, they couldn’t demonstrate that they had asked for consent from the data subject with regard to the data processing.</p>
"
273,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,3200,Spanish Data Protection Authority (AEPD),2020-06-03,Retailer,"Art. 13 GDPR, Art. 14 GDPR",Information obligation non-compliance,https://www.aepd.es/es/documento/ps-00360-2019.pdf,"<p>The retailer had not clearly declared the utilization of video surveillance.</p>
"
274,https://www.privacyaffairs.com/wp-content/uploads/2019/10/belgium.svg,Belgium,50000,Belgian Data Protection Authority (APD),NA,Proximus SA,"Art. 31 GDPR, Art. 58 GDPR, Art. 37 GDPR",Failure to implement sufficient measures to ensure information security,NA,"<p>The Data Protection Authority claimed that the company’s DPO (data protection officer) did not pay sufficient attention to the processing of personal data breaches. Moreover, the company did not relevantly address the issue of the DPO holding multiple positions of authority within the company (head of compliance and audit department).</p>
"
